state,month,handle,sports_books,gross_revenue,adjusted_revenue,gross_win_rate,adjusted_win_rate,mobile_handle_percentage,mobile_handle_dollars,hold,taxes,number_of_regions
West Virginia,2020-07-01,10384818,NA,1212678,NA,11.68,NA,NA,NA,NA,103078,NA
West Virginia,2020-08-01,45897001,NA,2337229,NA,5.09,NA,NA,NA,NA,198664,NA
West Virginia,2020-09-01,64433458,NA,4119539,NA,6.39,NA,NA,NA,NA,350161,NA
West Virginia,2020-10-01,57150986,NA,4227050,NA,7.4,NA,NA,NA,NA,359299,NA
West Virginia,2020-11-01,48532442,NA,4407576,NA,9.08,NA,NA,NA,NA,374644,NA
West Virginia,2020-12-01,53236336,NA,4761108,NA,8.94,NA,NA,NA,NA,404694,NA
West Virginia,2021-01-01,67598350,NA,5681382,NA,8.4,NA,NA,NA,NA,482917,NA
West Virginia,2021-02-01,38212775,NA,1364161,NA,3.57,NA,NA,NA,NA,115954,NA
West Virginia,2021-03-01,42751230,NA,3889447,NA,9.1,NA,NA,NA,NA,330603,NA
West Virginia,2021-04-01,28075235,NA,2197505,NA,7.83,NA,NA,NA,NA,186788,NA
West Virginia,2021-05-01,31858948,NA,3334580,NA,10.47,NA,NA,NA,NA,283439,NA
West Virginia,2021-06-01,29923766,NA,3466223,NA,11.58,NA,NA,NA,NA,294629,NA
West Virginia,2021-07-01,21290275,NA,2295743,NA,10.78,NA,NA,NA,NA,195138,NA
West Virginia,2021-08-01,22350089,NA,1993383,NA,8.92,NA,NA,NA,NA,169438,NA
West Virginia,2021-09-01,45731107,NA,6018958,NA,13.16,NA,NA,NA,NA,511611,NA
West Virginia,2021-10-01,76021064,NA,3789330,NA,4.98,NA,NA,NA,NA,322093,NA
West Virginia,2021-11-01,83097858,NA,6284869,NA,7.56,NA,NA,NA,NA,534214,NA
West Virginia,2021-12-01,57598451,NA,5148245,NA,8.94,NA,NA,NA,NA,437601,NA
West Virginia,2022-01-01,75812782,NA,5127142,NA,6.76,NA,NA,NA,NA,435807,NA
West Virginia,2022-02-01,49271583,NA,1954999,NA,3.97,NA,NA,NA,NA,166175,NA
West Virginia,2022-03-01,51713269,NA,3384270,NA,6.54,NA,NA,NA,NA,287663,NA
West Virginia,2022-04-01,45633710,NA,3033505,NA,6.65,NA,NA,NA,NA,257848,NA
West Virginia,2022-05-01,37283884,NA,3415583,NA,9.16,NA,NA,NA,NA,290325,NA
West Virginia,2022-06-01,28329552,NA,2390478,NA,8.44,NA,NA,NA,NA,203191,NA
West Virginia,2022-07-01,25017812,NA,2616578,NA,10.46,NA,NA,NA,NA,222409,NA
West Virginia,2022-08-01,23099016,NA,2899582,NA,12.55,NA,NA,NA,NA,246464,NA
West Virginia,2022-09-01,45899185,NA,6444274,NA,14.04,NA,NA,NA,NA,547763,NA
West Virginia,2022-10-01,62979279,NA,6720472,NA,10.67,NA,NA,NA,NA,571240,NA
West Virginia,2022-11-01,69848040,NA,5017554,NA,7.18,NA,NA,NA,NA,426492,NA
West Virginia,2022-12-01,65959802,NA,8690853,NA,13.18,NA,NA,NA,NA,738723,NA
West Virginia,2023-01-01,44774915,NA,3658913,NA,8.17,NA,NA,NA,NA,311008,NA
West Virginia,2023-02-01,39758197,NA,2788228,NA,7.01,NA,NA,NA,NA,236999,NA
West Virginia,2023-03-01,43069841,NA,4209826,NA,9.77,NA,NA,NA,NA,357835,NA
West Virginia,2023-04-01,46765566,NA,3494508,NA,7.47,NA,NA,NA,NA,297033,NA
West Virginia,2023-05-01,31910389,NA,3464247,NA,10.86,NA,NA,NA,NA,294461,NA
West Virginia,2023-06-01,28049468,NA,2610087,NA,9.31,NA,NA,NA,NA,221857,NA
West Virginia,2023-07-01,20903045,NA,2511985,NA,12.02,NA,NA,NA,NA,213519,NA
West Virginia,2023-08-01,19917306,NA,2337103,NA,11.73,NA,NA,NA,NA,198654,NA
West Virginia,2023-09-01,49912781,NA,4799913,NA,9.62,NA,NA,NA,NA,407993,NA
West Virginia,2023-10-01,42622335,NA,6129640,NA,14.38,NA,NA,NA,NA,521019,NA
West Virginia,2023-11-01,52501086,NA,4746249,NA,9.04,NA,NA,NA,NA,403431,NA
West Virginia,2023-12-01,61363321,NA,6923869,NA,11.28,NA,NA,NA,NA,588529,NA
West Virginia,2024-01-01,46418382,NA,6025132,NA,12.98,NA,NA,NA,NA,512136,NA
West Virginia,2024-02-01,38802415,NA,3743786,NA,9.65,NA,NA,NA,NA,318222,NA
West Virginia,2024-03-01,52122666,NA,4711512,NA,9.04,NA,NA,NA,NA,400479,NA
West Virginia,2024-04-01,34430692,NA,3551227,NA,10.31,NA,NA,NA,NA,301854,NA
West Virginia,2024-05-01,30352182,NA,3441033,NA,11.34,NA,NA,NA,NA,292488,NA
West Virginia,2024-06-01,33470458,NA,3969962,NA,11.86,NA,NA,NA,NA,337447,NA
West Virginia,2024-07-01,20881964,NA,2761663,NA,13.23,NA,NA,NA,NA,234741,NA
West Virginia,2024-08-01,31448426,NA,4404834,NA,14.01,NA,NA,NA,NA,374411,NA
West Virginia,2024-09-01,46385866,NA,7113550,NA,15.34,NA,NA,NA,NA,604652,NA
West Virginia,2024-10-01,50299986,NA,4560213,NA,9.07,NA,NA,NA,NA,487370,NA
West Virginia,2024-11-01,67844346,NA,8000805,NA,11.79,NA,NA,NA,NA,717949,NA
West Virginia,2024-12-01,48529771,NA,3524786,NA,7.26,NA,NA,NA,NA,387323,NA
West Virginia,2025-01-01,49936953,NA,5779801,NA,11.57,NA,NA,NA,NA,577980,NA
West Virginia,2025-02-01,39004613,NA,4529707,NA,11.61,NA,NA,NA,NA,626727,NA
West Virginia,2025-03-01,56489090,NA,3051155,NA,5.4,NA,NA,NA,NA,343920,NA
West Virginia,2025-04-01,35737612,NA,3660280,NA,10.24,NA,NA,NA,NA,366028,NA
West Virginia,2025-05-01,37162599,NA,5371273,NA,14.45,NA,NA,NA,NA,537127,NA
Wyoming,2021-09-01,62390952,NA,955467,NA,15.31,-1.95,-1.95,NA,NA,0,NA
Wyoming,2021-10-01,10847657,NA,881200,160212,8.12,1.48,1.48,NA,NA,16021,NA
Wyoming,2021-11-01,10973008,NA,1363696,864987,12.43,7.88,7.88,NA,NA,86499,NA
Wyoming,2021-12-01,12285012,NA,813504,217917,6.62,1.77,1.77,NA,NA,21792,NA
Wyoming,2022-01-01,13977632,NA,1098460,465652,7.86,3.33,3.33,NA,NA,46565,NA
Wyoming,2022-02-01,10301603,NA,722631,188236,7.01,1.83,1.83,NA,NA,18824,NA
Wyoming,2022-03-01,12704938,NA,1101236,324150,8.67,2.55,2.55,NA,NA,44806,NA
Wyoming,2022-04-01,9995920,NA,1007796,544798,10.08,5.45,5.45,NA,NA,51187,NA
Wyoming,2022-05-01,9340833,NA,1011714,531632,10.83,5.69,5.69,NA,NA,53163,NA
Wyoming,2022-06-01,7322852,NA,673269,380361,9.19,5.19,5.19,NA,NA,38036,NA
Wyoming,2022-07-01,7246352,NA,680740,383655,9.39,5.29,5.29,NA,NA,38365,NA
Wyoming,2022-08-01,10990904,NA,1237815,856718,11.26,7.79,7.79,NA,NA,85672,NA
Wyoming,2022-09-01,13575173,NA,1932519,1155496,14.24,8.51,8.51,NA,NA,11550,NA
Wyoming,2022-10-01,17275317,NA,2039620,1158928,11.81,6.71,6.71,NA,NA,115893,NA
Wyoming,2022-11-01,16702867,NA,1478158,1000086,8.85,5.99,5.99,NA,NA,100009,NA
Wyoming,2022-12-01,15087739,NA,1803272,1333144,11.95,8.84,8.84,NA,NA,135101,NA
Wyoming,2023-01-01,14339351,NA,1587273,922899,11.07,6.44,6.44,NA,NA,94081,NA
Wyoming,2023-02-01,11591163,NA,1105841,560866,9.54,4.84,4.84,NA,NA,53138,NA
Wyoming,2023-03-01,14777639,NA,1837412,1306771,12.43,8.84,8.84,NA,NA,128257,NA
Wyoming,2023-04-01,12623675,NA,1264212,828478,10.01,6.56,6.56,NA,NA,82848,NA
Wyoming,2023-05-01,12778371,NA,1306929,814480,10.23,6.37,6.37,NA,NA,81448,NA
Wyoming,2023-06-01,9483450,NA,775389,351306,8.18,3.7,3.7,NA,NA,37705,NA
Wyoming,2023-07-01,8145480,NA,998740,683634,12.26,8.39,8.39,NA,NA,65790,NA
Wyoming,2023-08-01,10464584,NA,1207821,841028,11.54,8.04,8.04,NA,NA,84013,NA
Wyoming,2023-09-01,19259607,NA,1525986,517523,7.92,2.69,2.69,NA,NA,51752,NA
Wyoming,2023-10-01,21324828,NA,2271665,1410868,10.7,6.64,6.64,NA,NA,141087,NA
Wyoming,2023-11-01,18525420,NA,1562757,964708,8.44,5.21,5.21,NA,NA,96471,NA
Wyoming,2023-12-01,19023734,NA,1849624,1326830,9.72,6.97,6.97,NA,NA,139848,NA
Wyoming,2024-01-01,20272552,NA,2662550,1758241,13.13,8.67,8.67,NA,NA,177183,NA
Wyoming,2024-02-01,15511286,NA,1946594,1145297,12.55,7.38,7.38,NA,NA,114530,NA
Wyoming,2024-03-01,17690741,NA,1718721,1123063,9.72,6.35,6.35,NA,NA,112306,NA
Wyoming,2024-04-01,15428621,NA,1499242,906101,9.72,5.87,5.87,NA,NA,94165,NA
Wyoming,2024-05-01,12506784,NA,1664699,1156023,13.31,9.24,9.24,NA,NA,112963,NA
Wyoming,2024-06-01,10886389,NA,1080628,606626,9.93,5.57,5.57,NA,NA,60786,NA
Wyoming,2024-07-01,9721357,NA,1503414,1040568,15.47,10.7,10.7,NA,NA,103784,NA
Wyoming,2024-08-01,12202468,NA,1593257,1092913,13.06,8.96,8.96,NA,NA,116181,NA
Wyoming,2024-09-01,22875228,NA,2953222,1419938,12.91,6.21,6.21,NA,NA,144962,NA
Wyoming,2024-10-01,24450136,NA,1927422,878123,7.88,3.59,3.59,NA,NA,95613,NA
Wyoming,2024-11-01,22824032,NA,3422167,2410711,14.99,10.56,10.56,NA,NA,241071,NA
Wyoming,2024-12-01,25236214,NA,838736,56407,3.32,0.22,0.22,NA,NA,28494,NA
Wyoming,2025-01-01,25274561,NA,2896369,1708448,11.46,6.76,6.76,NA,NA,171278,NA
Wyoming,2025-02-01,16831678,NA,2106645,1395518,12.52,8.29,8.29,NA,NA,139552,NA
Wyoming,2025-03-01,20936441,NA,1140417,459001,5.45,2.19,2.19,NA,NA,50881,NA
Wyoming,2025-04-01,15842969,NA,1795453,1175187,11.33,7.42,7.42,NA,NA,117519,NA
Wyoming,2025-05-01,14993382,NA,2070033,1511080,13.81,10.08,10.08,NA,NA,151108,NA
Wyoming,2025-06-01,14312005,NA,2022373,1539103,14.13,10.75,10.75,NA,NA,153910,NA
Wyoming,2025-07-01,11643232,NA,1286796,960320,11.05,8.25,8.25,NA,NA,96032,NA
Wyoming,2025-08-01,15517909,NA,2549130,1803074,16.43,11.62,11.62,NA,NA,180307,NA
